start time = Fri Nov 22 08:15:58 2019
Source: file:///fsx/files/
Dest:   ftp://172.31.21.192:50505/home/ubuntu/
  large_file_0  ->  large_file

   1210056704 bytes        90.32 MB/sec avg       119.00 MB/sec inst
   1336934400 bytes        92.54 MB/sec avg       121.00 MB/sec inst
   1463812096 bytes        94.47 MB/sec avg       121.00 MB/sec inst
   1590689792 bytes        96.15 MB/sec avg       121.00 MB/sec inst
   1717567488 bytes        97.63 MB/sec avg       121.00 MB/sec inst
   1845493760 bytes        99.00 MB/sec avg       122.00 MB/sec inst
   1973420032 bytes       100.23 MB/sec avg       122.00 MB/sec inst
   2100297728 bytes       101.28 MB/sec avg       121.00 MB/sec inst
   2227175424 bytes       102.23 MB/sec avg       121.00 MB/sec inst
   2355101696 bytes       103.13 MB/sec avg       122.00 MB/sec inst
   2481979392 bytes       103.92 MB/sec avg       121.00 MB/sec inst
   2608857088 bytes       104.64 MB/sec avg       121.00 MB/sec inst
   2735734784 bytes       105.30 MB/sec avg       121.00 MB/sec inst
   2862612480 bytes       105.50 MB/sec avg       110.00 MB/sec inst
   2990538752 bytes       106.11 MB/sec avg       122.00 MB/sec inst
   3117416448 bytes       106.65 MB/sec avg       121.00 MB/sec inst
   3244294144 bytes       107.14 MB/sec avg       121.00 MB/sec inst
   3370123264 bytes       107.57 MB/sec avg       120.00 MB/sec inst
   3497000960 bytes       108.01 MB/sec avg       121.00 MB/sec inst
   3624927232 bytes       108.45 MB/sec avg       122.00 MB/sec inst
   3751804928 bytes       108.83 MB/sec avg       121.00 MB/sec inst
   3879731200 bytes       109.22 MB/sec avg       122.00 MB/sec inst
   4007657472 bytes       109.58 MB/sec avg       122.00 MB/sec inst
   4135583744 bytes       109.93 MB/sec avg       122.00 MB/sec inst
   4261412864 bytes       110.20 MB/sec avg       120.00 MB/sec inst
   4388290560 bytes       110.49 MB/sec avg       121.00 MB/sec inst
   4515168256 bytes       110.76 MB/sec avg       121.00 MB/sec inst
   4643094528 bytes       110.76 MB/sec avg       110.91 MB/sec inst
   4769972224 bytes       111.01 MB/sec avg       121.00 MB/sec inst
   4897898496 bytes       111.27 MB/sec avg       122.00 MB/sec inst
   5024776192 bytes       111.50 MB/sec avg       121.00 MB/sec inst
   5151653888 bytes       111.72 MB/sec avg       121.00 MB/sec inst
   5277483008 bytes       111.90 MB/sec avg       120.00 MB/sec inst
   5404360704 bytes       112.10 MB/sec avg       121.00 MB/sec inst
   5531238400 bytes       112.29 MB/sec avg       121.00 MB/sec inst
   5658116096 bytes       112.47 MB/sec avg       121.00 MB/sec inst
   5784993792 bytes       112.64 MB/sec avg       121.00 MB/sec inst
   5911871488 bytes       112.81 MB/sec avg       121.00 MB/sec inst
   6038749184 bytes       112.97 MB/sec avg       121.00 MB/sec inst
   6166675456 bytes       113.15 MB/sec avg       122.00 MB/sec inst
   6293553152 bytes       113.29 MB/sec avg       121.00 MB/sec inst
   6416236544 bytes       113.36 MB/sec avg       117.00 MB/sec inst
   6544162816 bytes       113.31 MB/sec avg       110.91 MB/sec inst
   6672089088 bytes       113.47 MB/sec avg       122.00 MB/sec inst
   6800015360 bytes       113.62 MB/sec avg       122.00 MB/sec inst
   6927941632 bytes       113.76 MB/sec avg       122.00 MB/sec inst
   7054819328 bytes       113.88 MB/sec avg       121.00 MB/sec inst
   7181697024 bytes       114.00 MB/sec avg       121.00 MB/sec inst
   7308574720 bytes       114.12 MB/sec avg       121.00 MB/sec inst
   7435452416 bytes       114.23 MB/sec avg       121.00 MB/sec inst
   7562330112 bytes       114.34 MB/sec avg       121.00 MB/sec inst
   7689207808 bytes       114.44 MB/sec avg       121.00 MB/sec inst
   7815036928 bytes       114.53 MB/sec avg       120.00 MB/sec inst
   7941914624 bytes       114.62 MB/sec avg       121.00 MB/sec inst
   8068792320 bytes       114.72 MB/sec avg       121.00 MB/sec inst
   8195670016 bytes       114.81 MB/sec avg       121.00 MB/sec inst
   8323596288 bytes       114.75 MB/sec avg       110.91 MB/sec inst
   8450473984 bytes       114.84 MB/sec avg       121.00 MB/sec inst
   8576303104 bytes       114.91 MB/sec avg       120.00 MB/sec inst
   8704229376 bytes       115.01 MB/sec avg       122.00 MB/sec inst
   8831107072 bytes       115.09 MB/sec avg       121.00 MB/sec inst
   8957984768 bytes       115.17 MB/sec avg       121.00 MB/sec inst
   9084862464 bytes       115.25 MB/sec avg       121.00 MB/sec inst
   9212788736 bytes       115.34 MB/sec avg       122.00 MB/sec inst
   9339666432 bytes       115.41 MB/sec avg       121.00 MB/sec inst
   9466544128 bytes       115.48 MB/sec avg       121.00 MB/sec inst
   9593421824 bytes       115.55 MB/sec avg       121.00 MB/sec inst
   9720299520 bytes       115.62 MB/sec avg       121.00 MB/sec inst
   9847177216 bytes       115.68 MB/sec avg       121.00 MB/sec inst
   9974054912 bytes       115.61 MB/sec avg       110.00 MB/sec inst
  10100932608 bytes       115.67 MB/sec avg       121.00 MB/sec inst
  10228858880 bytes       115.75 MB/sec avg       122.00 MB/sec inst
  10356785152 bytes       115.82 MB/sec avg       122.00 MB/sec inst
  10483662848 bytes       115.88 MB/sec avg       121.00 MB/sec inst
  10610540544 bytes       115.94 MB/sec avg       121.00 MB/sec inst
  10737418240 bytes       116.00 MB/sec avg       121.00 MB/sec inst
  10864295936 bytes       116.05 MB/sec avg       121.00 MB/sec inst
  10992222208 bytes       116.12 MB/sec avg       122.00 MB/sec inst
  11119099904 bytes       116.17 MB/sec avg       121.00 MB/sec inst
  11245977600 bytes       116.23 MB/sec avg       121.00 MB/sec inst
  11373903872 bytes       116.16 MB/sec avg       110.91 MB/sec inst
  11500781568 bytes       116.21 MB/sec avg       121.00 MB/sec inst
  11626610688 bytes       116.25 MB/sec avg       120.00 MB/sec inst
  11753488384 bytes       116.30 MB/sec avg       121.00 MB/sec inst
  11880366080 bytes       116.35 MB/sec avg       121.00 MB/sec inst
  12006195200 bytes       116.39 MB/sec avg       120.00 MB/sec inst
  12133072896 bytes       116.43 MB/sec avg       121.00 MB/sec inst
  12259950592 bytes       116.48 MB/sec avg       121.00 MB/sec inst
  12386828288 bytes       116.52 MB/sec avg       121.00 MB/sec inst
  12513705984 bytes       116.57 MB/sec avg       121.00 MB/sec inst
  12640583680 bytes       116.61 MB/sec avg       121.00 MB/sec inst
  12767461376 bytes       116.65 MB/sec avg       121.00 MB/sec inst
  12893290496 bytes       116.69 MB/sec avg       120.00 MB/sec inst
  13020168192 bytes       116.73 MB/sec avg       121.00 MB/sec inst
  13145997312 bytes       116.76 MB/sec avg       120.00 MB/sec inst
  13272875008 bytes       116.80 MB/sec avg       121.00 MB/sec inst
  13398704128 bytes       116.82 MB/sec avg       120.00 MB/sec inst
  13525581824 bytes       116.76 MB/sec avg       110.00 MB/sec inst
  13651410944 bytes       116.79 MB/sec avg       120.00 MB/sec inst
  13778288640 bytes       116.82 MB/sec avg       121.00 MB/sec inst
  13904117760 bytes       116.85 MB/sec avg       120.00 MB/sec inst
  14029946880 bytes       116.88 MB/sec avg       120.00 MB/sec inst
  14155776000 bytes       116.91 MB/sec avg       120.00 MB/sec inst
  14281605120 bytes       116.93 MB/sec avg       120.00 MB/sec inst
  14407434240 bytes       116.96 MB/sec avg       120.00 MB/sec inst
  14534311936 bytes       116.99 MB/sec avg       121.00 MB/sec inst
  14660141056 bytes       117.02 MB/sec avg       120.00 MB/sec inst
  14787018752 bytes       117.05 MB/sec avg       121.00 MB/sec inst
  14912847872 bytes       117.08 MB/sec avg       120.00 MB/sec inst
  15039725568 bytes       117.11 MB/sec avg       121.00 MB/sec inst
  15165554688 bytes       117.13 MB/sec avg       120.00 MB/sec inst
  15291383808 bytes       117.15 MB/sec avg       120.00 MB/sec inst
  15417212928 bytes       117.18 MB/sec avg       120.00 MB/sec inst
  15543042048 bytes       117.20 MB/sec avg       120.00 MB/sec inst
  15669919744 bytes       117.23 MB/sec avg       121.00 MB/sec inst
  15795748864 bytes       117.25 MB/sec avg       120.00 MB/sec inst
  15922626560 bytes       117.28 MB/sec avg       121.00 MB/sec inst
  16049504256 bytes       117.31 MB/sec avg       121.00 MB/sec inst
  16176381952 bytes       117.34 MB/sec avg       121.00 MB/sec inst
  16302211072 bytes       117.36 MB/sec avg       120.00 MB/sec inst
  16428040192 bytes       117.38 MB/sec avg       120.00 MB/sec inst
  16553869312 bytes       117.40 MB/sec avg       120.00 MB/sec inst
  16680747008 bytes       117.34 MB/sec avg       110.00 MB/sec inst
  16806576128 bytes       117.35 MB/sec avg       120.00 MB/sec inst
  16931356672 bytes       117.37 MB/sec avg       119.00 MB/sec inst
  17058234368 bytes       117.39 MB/sec avg       121.00 MB/sec inst
  17185112064 bytes       117.42 MB/sec avg       121.00 MB/sec inst
  17310941184 bytes       117.44 MB/sec avg       120.00 MB/sec inst
  17436770304 bytes       117.46 MB/sec avg       120.00 MB/sec inst
  17562599424 bytes       117.47 MB/sec avg       120.00 MB/sec inst
  17684234240 bytes       117.46 MB/sec avg       116.00 MB/sec inst
  17810063360 bytes       117.48 MB/sec avg       120.00 MB/sec inst
  17936941056 bytes       117.50 MB/sec avg       121.00 MB/sec inst
  18062770176 bytes       117.52 MB/sec avg       120.00 MB/sec inst
  18189647872 bytes       117.55 MB/sec avg       121.00 MB/sec inst
  18316525568 bytes       117.57 MB/sec avg       121.00 MB/sec inst
  18443403264 bytes       117.59 MB/sec avg       121.00 MB/sec inst
  18569232384 bytes       117.53 MB/sec avg       109.09 MB/sec inst
  18695061504 bytes       117.55 MB/sec avg       120.00 MB/sec inst
  18820890624 bytes       117.56 MB/sec avg       120.00 MB/sec inst
  18946719744 bytes       117.58 MB/sec avg       120.00 MB/sec inst
  19073597440 bytes       117.60 MB/sec avg       121.00 MB/sec inst
  19199426560 bytes       117.61 MB/sec avg       120.00 MB/sec inst
  19326304256 bytes       117.64 MB/sec avg       121.00 MB/sec inst
  19452133376 bytes       117.65 MB/sec avg       120.00 MB/sec inst
  19576913920 bytes       117.66 MB/sec avg       119.00 MB/sec inst
  19703791616 bytes       117.68 MB/sec avg       121.00 MB/sec inst
  19829620736 bytes       117.70 MB/sec avg       120.00 MB/sec inst
  19956498432 bytes       117.72 MB/sec avg       121.00 MB/sec inst
  20081278976 bytes       117.72 MB/sec avg       119.00 MB/sec inst
  20207108096 bytes       117.74 MB/sec avg       120.00 MB/sec inst
  20333985792 bytes       117.76 MB/sec avg       121.00 MB/sec inst
  20459814912 bytes       117.77 MB/sec avg       120.00 MB/sec inst
  20585644032 bytes       117.71 MB/sec avg       109.09 MB/sec inst
  20711473152 bytes       117.73 MB/sec avg       120.00 MB/sec inst
  20837302272 bytes       117.74 MB/sec avg       120.00 MB/sec inst
  20963131392 bytes       117.75 MB/sec avg       120.00 MB/sec inst
  21090009088 bytes       117.77 MB/sec avg       121.00 MB/sec inst
  21215838208 bytes       117.79 MB/sec avg       120.00 MB/sec inst
  21341667328 bytes       117.80 MB/sec avg       120.00 MB/sec inst
  21464350720 bytes       117.79 MB/sec avg       117.00 MB/sec inst
  21590179840 bytes       117.81 MB/sec avg       120.00 MB/sec inst
  21717057536 bytes       117.83 MB/sec avg       121.00 MB/sec inst
  21841838080 bytes       117.83 MB/sec avg       119.00 MB/sec inst
  21967667200 bytes       117.84 MB/sec avg       120.00 MB/sec inst
  22094544896 bytes       117.86 MB/sec avg       121.00 MB/sec inst
  22220374016 bytes       117.81 MB/sec avg       109.09 MB/sec inst
  22345154560 bytes       117.81 MB/sec avg       119.00 MB/sec inst
  22472032256 bytes       117.83 MB/sec avg       121.00 MB/sec inst



end time = Fri Nov 22 20:44:29 2019
total time = 205

start time = Fri Nov 22 20:44:29 2019
Source: file:///fsx/files/
Dest:   ftp://172.31.21.192:50505/home/ubuntu/
  large_file_2  ->  large_file

      1048576 bytes         0.37 MB/sec avg         0.37 MB/sec inst
     96468992 bytes        24.72 MB/sec avg        91.00 MB/sec inst
    209715200 bytes        42.35 MB/sec avg       108.00 MB/sec inst
    337641472 bytes        56.27 MB/sec avg       122.00 MB/sec inst
    464519168 bytes        65.90 MB/sec avg       121.00 MB/sec inst
    591396864 bytes        73.04 MB/sec avg       121.00 MB/sec inst
    718274560 bytes        78.54 MB/sec avg       121.00 MB/sec inst
    845152256 bytes        82.90 MB/sec avg       121.00 MB/sec inst
    972029952 bytes        86.46 MB/sec avg       121.00 MB/sec inst
   1098907648 bytes        88.65 MB/sec avg       110.00 MB/sec inst
   1226833920 bytes        91.25 MB/sec avg       122.00 MB/sec inst
   1353711616 bytes        93.40 MB/sec avg       121.00 MB/sec inst
   1480589312 bytes        95.26 MB/sec avg       121.00 MB/sec inst
   1607467008 bytes        96.89 MB/sec avg       121.00 MB/sec inst
   1734344704 bytes        98.32 MB/sec avg       121.00 MB/sec inst
   1861222400 bytes        99.60 MB/sec avg       121.00 MB/sec inst
   1988100096 bytes       100.73 MB/sec avg       121.00 MB/sec inst
   2114977792 bytes       101.76 MB/sec avg       121.00 MB/sec inst
   2242904064 bytes       102.73 MB/sec avg       122.00 MB/sec inst
   2370830336 bytes       103.61 MB/sec avg       122.00 MB/sec inst
   2497708032 bytes       104.37 MB/sec avg       121.00 MB/sec inst
   2625634304 bytes       105.11 MB/sec avg       122.00 MB/sec inst
   2753560576 bytes       105.79 MB/sec avg       122.00 MB/sec inst
   2880438272 bytes       106.38 MB/sec avg       121.00 MB/sec inst
   3007315968 bytes       106.93 MB/sec avg       121.00 MB/sec inst
   3133145088 bytes       107.40 MB/sec avg       120.00 MB/sec inst
   3260022784 bytes       107.87 MB/sec avg       121.00 MB/sec inst
   3386900480 bytes       108.31 MB/sec avg       121.00 MB/sec inst
   3513778176 bytes       108.37 MB/sec avg       110.00 MB/sec inst
   3639607296 bytes       108.73 MB/sec avg       120.00 MB/sec inst
   3761242112 bytes       108.95 MB/sec avg       116.00 MB/sec inst
   3883925504 bytes       109.19 MB/sec avg       117.00 MB/sec inst
   4011851776 bytes       109.56 MB/sec avg       122.00 MB/sec inst
   4137680896 bytes       109.85 MB/sec avg       120.00 MB/sec inst
   4265607168 bytes       110.18 MB/sec avg       122.00 MB/sec inst
   4392484864 bytes       110.46 MB/sec avg       121.00 MB/sec inst
   4519362560 bytes       110.73 MB/sec avg       121.00 MB/sec inst
   4645191680 bytes       110.97 MB/sec avg       120.00 MB/sec inst
   4772069376 bytes       111.21 MB/sec avg       121.00 MB/sec inst
   4898947072 bytes       111.44 MB/sec avg       121.00 MB/sec inst
   5024776192 bytes       111.64 MB/sec avg       120.00 MB/sec inst
   5152702464 bytes       111.88 MB/sec avg       122.00 MB/sec inst
   5279580160 bytes       112.08 MB/sec avg       121.00 MB/sec inst
   5406457856 bytes       112.28 MB/sec avg       121.00 MB/sec inst
   5533335552 bytes       112.46 MB/sec avg       121.00 MB/sec inst
   5659164672 bytes       112.39 MB/sec avg       109.09 MB/sec inst
   5786042368 bytes       112.56 MB/sec avg       121.00 MB/sec inst
   5912920064 bytes       112.73 MB/sec avg       121.00 MB/sec inst
   6040846336 bytes       112.91 MB/sec avg       122.00 MB/sec inst
   6167724032 bytes       113.07 MB/sec avg       121.00 MB/sec inst
   6293553152 bytes       113.20 MB/sec avg       120.00 MB/sec inst
   6419382272 bytes       113.32 MB/sec avg       120.00 MB/sec inst
   6546259968 bytes       113.46 MB/sec avg       121.00 MB/sec inst
   6673137664 bytes       113.60 MB/sec avg       121.00 MB/sec inst
   6800015360 bytes       113.73 MB/sec avg       121.00 MB/sec inst
   6925844480 bytes       113.84 MB/sec avg       120.00 MB/sec inst
   7052722176 bytes       113.96 MB/sec avg       121.00 MB/sec inst
   7179599872 bytes       114.07 MB/sec avg       121.00 MB/sec inst
   7306477568 bytes       114.19 MB/sec avg       121.00 MB/sec inst
   7433355264 bytes       114.30 MB/sec avg       121.00 MB/sec inst
   7559184384 bytes       114.39 MB/sec avg       120.00 MB/sec inst
   7686062080 bytes       114.49 MB/sec avg       121.00 MB/sec inst
   7812939776 bytes       114.59 MB/sec avg       121.00 MB/sec inst
   7938768896 bytes       114.67 MB/sec avg       120.00 MB/sec inst
   8064598016 bytes       114.75 MB/sec avg       120.00 MB/sec inst
   8191475712 bytes       114.85 MB/sec avg       121.00 MB/sec inst
   8317304832 bytes       114.92 MB/sec avg       120.00 MB/sec inst
   8444182528 bytes       115.01 MB/sec avg       121.00 MB/sec inst
   8570011648 bytes       114.92 MB/sec avg       109.09 MB/sec inst
   8695840768 bytes       114.99 MB/sec avg       120.00 MB/sec inst
   8822718464 bytes       115.07 MB/sec avg       121.00 MB/sec inst
   8949596160 bytes       115.15 MB/sec avg       121.00 MB/sec inst
   9076473856 bytes       115.23 MB/sec avg       121.00 MB/sec inst
   9202302976 bytes       115.29 MB/sec avg       120.00 MB/sec inst
   9329180672 bytes       115.36 MB/sec avg       121.00 MB/sec inst
   9457106944 bytes       115.45 MB/sec avg       122.00 MB/sec inst
   9583984640 bytes       115.52 MB/sec avg       121.00 MB/sec inst
   9710862336 bytes       115.59 MB/sec avg       121.00 MB/sec inst
   9836691456 bytes       115.64 MB/sec avg       120.00 MB/sec inst
   9963569152 bytes       115.71 MB/sec avg       121.00 MB/sec inst
  10090446848 bytes       115.77 MB/sec avg       121.00 MB/sec inst
  10217324544 bytes       115.83 MB/sec avg       121.00 MB/sec inst
  10342105088 bytes       115.73 MB/sec avg       108.18 MB/sec inst
  10468982784 bytes       115.79 MB/sec avg       121.00 MB/sec inst
  10594811904 bytes       115.84 MB/sec avg       120.00 MB/sec inst
  10719592448 bytes       115.88 MB/sec avg       119.00 MB/sec inst
  10845421568 bytes       115.92 MB/sec avg       120.00 MB/sec inst
  10972299264 bytes       115.98 MB/sec avg       121.00 MB/sec inst
  11099176960 bytes       116.04 MB/sec avg       121.00 MB/sec inst
  11226054656 bytes       116.09 MB/sec avg       121.00 MB/sec inst
  11351883776 bytes       116.13 MB/sec avg       120.00 MB/sec inst
  11478761472 bytes       116.18 MB/sec avg       121.00 MB/sec inst
  11605639168 bytes       116.23 MB/sec avg       121.00 MB/sec inst
  11732516864 bytes       116.28 MB/sec avg       121.00 MB/sec inst
  11859394560 bytes       116.33 MB/sec avg       121.00 MB/sec inst
  11986272256 bytes       116.38 MB/sec avg       121.00 MB/sec inst
  12113149952 bytes       116.43 MB/sec avg       121.00 MB/sec inst
  12240027648 bytes       116.47 MB/sec avg       121.00 MB/sec inst
  12366905344 bytes       116.40 MB/sec avg       110.00 MB/sec inst
  12493783040 bytes       116.45 MB/sec avg       121.00 MB/sec inst
  12620660736 bytes       116.49 MB/sec avg       121.00 MB/sec inst
  12747538432 bytes       116.53 MB/sec avg       121.00 MB/sec inst
  12874416128 bytes       116.58 MB/sec avg       121.00 MB/sec inst
  13001293824 bytes       116.62 MB/sec avg       121.00 MB/sec inst
  13128171520 bytes       116.66 MB/sec avg       121.00 MB/sec inst
  13255049216 bytes       116.70 MB/sec avg       121.00 MB/sec inst
  13381926912 bytes       116.74 MB/sec avg       121.00 MB/sec inst
  13508804608 bytes       116.78 MB/sec avg       121.00 MB/sec inst
  13635682304 bytes       116.81 MB/sec avg       121.00 MB/sec inst
  13762560000 bytes       116.85 MB/sec avg       121.00 MB/sec inst
  13888389120 bytes       116.88 MB/sec avg       120.00 MB/sec inst
  14014218240 bytes       116.91 MB/sec avg       120.00 MB/sec inst
  14140047360 bytes       116.93 MB/sec avg       120.00 MB/sec inst
  14266925056 bytes       116.97 MB/sec avg       121.00 MB/sec inst
  14392754176 bytes       116.99 MB/sec avg       120.00 MB/sec inst
  14518583296 bytes       117.02 MB/sec avg       120.00 MB/sec inst
  14644412416 bytes       117.04 MB/sec avg       120.00 MB/sec inst
  14770241536 bytes       117.07 MB/sec avg       120.00 MB/sec inst
  14896070656 bytes       117.09 MB/sec avg       120.00 MB/sec inst
  15022948352 bytes       117.03 MB/sec avg       110.00 MB/sec inst
  15148777472 bytes       117.05 MB/sec avg       120.00 MB/sec inst
  15274606592 bytes       117.08 MB/sec avg       120.00 MB/sec inst
  15400435712 bytes       117.10 MB/sec avg       120.00 MB/sec inst
  15526264832 bytes       117.12 MB/sec avg       120.00 MB/sec inst
  15652093952 bytes       117.15 MB/sec avg       120.00 MB/sec inst
  15776874496 bytes       117.16 MB/sec avg       119.00 MB/sec inst
  15902703616 bytes       117.18 MB/sec avg       120.00 MB/sec inst
  16028532736 bytes       117.20 MB/sec avg       120.00 MB/sec inst
  16154361856 bytes       117.23 MB/sec avg       120.00 MB/sec inst
  16280190976 bytes       117.25 MB/sec avg       120.00 MB/sec inst
  16406020096 bytes       117.27 MB/sec avg       120.00 MB/sec inst
  16531849216 bytes       117.29 MB/sec avg       120.00 MB/sec inst
  16658726912 bytes       117.31 MB/sec avg       121.00 MB/sec inst
  16784556032 bytes       117.33 MB/sec avg       120.00 MB/sec inst
  16911433728 bytes       117.36 MB/sec avg       121.00 MB/sec inst
  17037262848 bytes       117.38 MB/sec avg       120.00 MB/sec inst
  17164140544 bytes       117.41 MB/sec avg       121.00 MB/sec inst
  17289969664 bytes       117.42 MB/sec avg       120.00 MB/sec inst
  17415798784 bytes       117.44 MB/sec avg       120.00 MB/sec inst
  17541627904 bytes       117.46 MB/sec avg       120.00 MB/sec inst
  17667457024 bytes       117.48 MB/sec avg       120.00 MB/sec inst
  17793286144 bytes       117.50 MB/sec avg       120.00 MB/sec inst
  17919115264 bytes       117.51 MB/sec avg       120.00 MB/sec inst
  18044944384 bytes       117.53 MB/sec avg       120.00 MB/sec inst
  18169724928 bytes       117.54 MB/sec avg       119.00 MB/sec inst
  18291359744 bytes       117.53 MB/sec avg       116.00 MB/sec inst
  18417188864 bytes       117.55 MB/sec avg       120.00 MB/sec inst
  18543017984 bytes       117.48 MB/sec avg       109.09 MB/sec inst
  18668847104 bytes       117.50 MB/sec avg       120.00 MB/sec inst
  18794676224 bytes       117.52 MB/sec avg       120.00 MB/sec inst
  18920505344 bytes       117.53 MB/sec avg       120.00 MB/sec inst
  19046334464 bytes       117.55 MB/sec avg       120.00 MB/sec inst
  19172163584 bytes       117.57 MB/sec avg       120.00 MB/sec inst
  19297992704 bytes       117.58 MB/sec avg       120.00 MB/sec inst
  19423821824 bytes       117.60 MB/sec avg       120.00 MB/sec inst
  19549650944 bytes       117.61 MB/sec avg       120.00 MB/sec inst
  19675480064 bytes       117.63 MB/sec avg       120.00 MB/sec inst
  19801309184 bytes       117.64 MB/sec avg       120.00 MB/sec inst
  19927138304 bytes       117.66 MB/sec avg       120.00 MB/sec inst
  20052967424 bytes       117.67 MB/sec avg       120.00 MB/sec inst
  20178796544 bytes       117.68 MB/sec avg       120.00 MB/sec inst
  20304625664 bytes       117.70 MB/sec avg       120.00 MB/sec inst
  20430454784 bytes       117.71 MB/sec avg       120.00 MB/sec inst
  20555235328 bytes       117.72 MB/sec avg       119.00 MB/sec inst
  20681064448 bytes       117.73 MB/sec avg       120.00 MB/sec inst
  20806893568 bytes       117.75 MB/sec avg       120.00 MB/sec inst
  20932722688 bytes       117.76 MB/sec avg       120.00 MB/sec inst
  21058551808 bytes       117.77 MB/sec avg       120.00 MB/sec inst
  21184380928 bytes       117.79 MB/sec avg       120.00 MB/sec inst
  21310210048 bytes       117.80 MB/sec avg       120.00 MB/sec inst
  21436039168 bytes       117.81 MB/sec avg       120.00 MB/sec inst
  21561868288 bytes       117.82 MB/sec avg       120.00 MB/sec inst
  21687697408 bytes       117.84 MB/sec avg       120.00 MB/sec inst
  21813526528 bytes       117.85 MB/sec avg       120.00 MB/sec inst
  21939355648 bytes       117.86 MB/sec avg       120.00 MB/sec inst
  22059941888 bytes       117.78 MB/sec avg       104.55 MB/sec inst
  22185771008 bytes       117.79 MB/sec avg       120.00 MB/sec inst
  22311600128 bytes       117.80 MB/sec avg       120.00 MB/sec inst
  22437429248 bytes       117.82 MB/sec avg       120.00 MB/sec inst



end time = Fri Nov 22 20:47:55 2019
total time = 205

start time = Fri Nov 22 20:47:55 2019
Source: file:///fsx/files/
Dest:   ftp://172.31.21.192:50505/home/ubuntu/
  large_file_3  ->  large_file

      1048576 bytes         0.37 MB/sec avg         0.37 MB/sec inst
     99614720 bytes        25.41 MB/sec avg        94.00 MB/sec inst
    213909504 bytes        43.04 MB/sec avg       109.00 MB/sec inst
    341835776 bytes        56.80 MB/sec avg       122.00 MB/sec inst
    468713472 bytes        66.33 MB/sec avg       121.00 MB/sec inst
    594542592 bytes        73.26 MB/sec avg       120.00 MB/sec inst
    722468864 bytes        78.84 MB/sec avg       122.00 MB/sec inst
    849346560 bytes        83.17 MB/sec avg       121.00 MB/sec inst
    976224256 bytes        86.69 MB/sec avg       121.00 MB/sec inst
   1103101952 bytes        89.61 MB/sec avg       121.00 MB/sec inst
   1229979648 bytes        92.08 MB/sec avg       121.00 MB/sec inst
   1356857344 bytes        94.18 MB/sec avg       121.00 MB/sec inst
   1482686464 bytes        95.93 MB/sec avg       120.00 MB/sec inst
   1609564160 bytes        96.91 MB/sec avg       110.00 MB/sec inst
   1736441856 bytes        98.34 MB/sec avg       121.00 MB/sec inst
   1863319552 bytes        99.61 MB/sec avg       121.00 MB/sec inst
   1990197248 bytes       100.75 MB/sec avg       121.00 MB/sec inst
   2117074944 bytes       101.77 MB/sec avg       121.00 MB/sec inst
   2245001216 bytes       102.74 MB/sec avg       122.00 MB/sec inst
   2371878912 bytes       103.57 MB/sec avg       121.00 MB/sec inst
   2498756608 bytes       104.34 MB/sec avg       121.00 MB/sec inst
   2625634304 bytes       105.04 MB/sec avg       121.00 MB/sec inst
   2752512000 bytes       105.68 MB/sec avg       121.00 MB/sec inst
   2880438272 bytes       106.31 MB/sec avg       122.00 MB/sec inst
   3007315968 bytes       106.86 MB/sec avg       121.00 MB/sec inst
   3135242240 bytes       107.40 MB/sec avg       122.00 MB/sec inst
   3262119936 bytes       107.87 MB/sec avg       121.00 MB/sec inst
   3388997632 bytes       108.31 MB/sec avg       121.00 MB/sec inst
   3516923904 bytes       108.41 MB/sec avg       110.91 MB/sec inst
   3644850176 bytes       108.83 MB/sec avg       122.00 MB/sec inst
   3769630720 bytes       109.14 MB/sec avg       119.00 MB/sec inst
   3897556992 bytes       109.52 MB/sec avg       122.00 MB/sec inst
   4025483264 bytes       109.88 MB/sec avg       122.00 MB/sec inst
   4152360960 bytes       110.19 MB/sec avg       121.00 MB/sec inst
   4279238656 bytes       110.48 MB/sec avg       121.00 MB/sec inst
   4407164928 bytes       110.78 MB/sec avg       122.00 MB/sec inst
   4534042624 bytes       111.04 MB/sec avg       121.00 MB/sec inst
   4661968896 bytes       111.32 MB/sec avg       122.00 MB/sec inst
   4788846592 bytes       111.56 MB/sec avg       121.00 MB/sec inst
   4915724288 bytes       111.78 MB/sec avg       121.00 MB/sec inst
   5043650560 bytes       111.76 MB/sec avg       110.91 MB/sec inst
   5170528256 bytes       111.97 MB/sec avg       121.00 MB/sec inst
   5297405952 bytes       112.17 MB/sec avg       121.00 MB/sec inst
   5425332224 bytes       112.38 MB/sec avg       122.00 MB/sec inst
   5553258496 bytes       112.59 MB/sec avg       122.00 MB/sec inst
   5681184768 bytes       112.78 MB/sec avg       122.00 MB/sec inst
   5808062464 bytes       112.95 MB/sec avg       121.00 MB/sec inst
   5935988736 bytes       113.13 MB/sec avg       122.00 MB/sec inst
   6062866432 bytes       113.29 MB/sec avg       121.00 MB/sec inst
   6189744128 bytes       113.43 MB/sec avg       121.00 MB/sec inst
   6317670400 bytes       113.38 MB/sec avg       110.91 MB/sec inst
   6444548096 bytes       113.52 MB/sec avg       121.00 MB/sec inst
   6572474368 bytes       113.68 MB/sec avg       122.00 MB/sec inst
   6700400640 bytes       113.82 MB/sec avg       122.00 MB/sec inst
   6826229760 bytes       113.93 MB/sec avg       120.00 MB/sec inst
